Department,Sex,Mode,T-Att,Discounts,NO-Re-exams,CGPA,Status 
Computer-Application,Male,Fulltime,0.77,0,0,0,Dropout
Computer-Application,Male,Parttime,0.84,0,0,3.99,Dropout
Computer-Application,Male,Parttime,0.73,0,10,24.27375,Dropout
Computer-Application,Female,Parttime,0.73,0,0,0,Dropout
Computer-Application,Male,Parttime,0.75,0,0,24.95875,Dropout
Computer-Application,Male,Parttime,0.78,0,0,0,Dropout
Computer-Application,Male,Parttime,0.73,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.57,20,0,16.74,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,7.8225,Dropout
Computer-Application,Male,Fulltime,0.70,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.80,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.79,0,6,14.08375,Dropout
Computer-Application,Male,Parttime,0.70,20,0,14.66625,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,3.5625,Dropout
Computer-Application,Male,Fulltime,0.71,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,10.78125,Dropout
Computer-Application,Male,Parttime,0.81,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.76,0,0,15.16625,Dropout
Computer-Application,Male,Fulltime,0.56,0,0,3.9375,Dropout
Computer-Application,Male,Fulltime,0.78,0,5,24.97625,Dropout
Computer-Application,Male,Fulltime,0.67,0,0,14.48875,Dropout
Computer-Application,Female,Fulltime,0.76,0,0,0,Dropout
Computer-Application,Male,Parttime,0.75,0,4,17.40625,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,0,Dropout
Computer-Application,Male,Parttime,0.74,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.76,0,0,8.885,Dropout
Computer-Application,Male,Fulltime,0.76,0,0,0,Dropout
Computer-Application,Male,Parttime,0.78,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.83,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,3.5625,Dropout
Computer-Application,Female,Fulltime,0.78,0,0,3.0625,Dropout
Computer-Application,Male,Fulltime,0.78,0,0,3.59375,Dropout
Computer-Application,Male,Parttime,0.77,50,0,18.2075,Dropout
Computer-Application,Male,Fulltime,0.71,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.69,0,0,0,Dropout
Computer-Application,Male,Parttime,0.81,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,8.03125,Dropout
Computer-Application,Female,Parttime,0.64,0,0,4.3125,Dropout
Computer-Application,Male,Fulltime,0.78,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.81,0,0,11.21875,Dropout
Computer-Application,Male,Fulltime,0.77,20,0,3.16625,Dropout
Computer-Application,Male,Fulltime,0.68,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,35.2175,Dropout
Computer-Application,Male,Fulltime,0.82,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.64,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.81,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.77,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.81,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.72,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.77,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,2.33375,Dropout
Computer-Application,Male,Parttime,0.74,0,0,15.88,Dropout
Computer-Application,Male,Fulltime,0.74,0,6,19.395,Dropout
Computer-Application,Male,Parttime,0.70,0,0,3.85375,Dropout
Computer-Application,Male,Fulltime,0.68,0,0,6.375,Dropout
Computer-Application,Male,Parttime,0.74,0,0,1.64625,Dropout
Computer-Application,Male,Fulltime,0.76,0,2,23.31375,Dropout
Computer-Application,Male,Parttime,0.68,0,1,15.365,Dropout
Computer-Application,Male,Parttime,0.83,0,0,11.41625,Dropout
Computer-Application,Male,Fulltime,0.71,0,0,0,Dropout
Computer-Application,Female,Parttime,0.68,20,0,3.26,Dropout
Computer-Application,Male,Parttime,0.75,0,2,11.615,Dropout
Computer-Application,Male,Fulltime,0.78,0,0,3.115,Dropout
Computer-Application,Male,Parttime,0.75,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,3.0525,Dropout
Computer-Application,Male,Parttime,0.78,20,0,0,Dropout
Computer-Application,Male,Parttime,0.83,0,0,5.135,Dropout
Computer-Application,Male,Parttime,0.66,0,7,20.08625,Dropout
Computer-Application,Male,Parttime,0.72,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.75,0,0,2.60375,Dropout
Computer-Application,Male,Fulltime,0.76,0,2,14.27125,Dropout
Computer-Application,Male,Fulltime,0.72,20,0,33.98875,Dropout
Computer-Application,Female,Fulltime,0.65,0,2,24.34375,Dropout
Computer-Application,Male,Fulltime,0.82,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.79,20,0,0,Dropout
Computer-Application,Male,Fulltime,0.78,20,0,12.895,Dropout
Computer-Application,Male,Parttime,0.75,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.73,0,1,6.32375,Dropout
Computer-Application,Male,Fulltime,0.68,0,0,1.9375,Dropout
Computer-Application,Male,Fulltime,0.75,20,0,13.865,Dropout
Computer-Application,Female,Fulltime,0.76,0,0,21.52,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,3.41625,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,6.01125,Dropout
Computer-Application,Male,Fulltime,0.79,0,0,0,Dropout
Computer-Application,Male,Parttime,0.70,20,0,12.03125,Dropout
Computer-Application,Male,Parttime,0.70,50,0,22.49,Dropout
Computer-Application,Male,Fulltime,0.78,0,0,0,Dropout
Computer-Application,Male,Parttime,0.73,0,0,13.2925,Dropout
Computer-Application,Male,Parttime,0.75,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.76,0,4,33.82125,Dropout
Computer-Application,Male,Fulltime,0.69,0,0,22.6875,Dropout
Computer-Application,Male,Fulltime,0.79,20,0,2.54125,Dropout
Computer-Application,Male,Parttime,0.79,0,0,0,Dropout
Computer-Application,Male,Parttime,0.77,0,0,46.3,Dropout
Computer-Application,Male,Fulltime,0.69,0,0,18.33375,Dropout
Computer-Application,Male,Fulltime,0.71,0,0,16.0425,Dropout
Computer-Application,Male,Parttime,0.74,0,0,9.77125,Dropout
Computer-Application,Male,Parttime,0.77,0,0,3.28125,Dropout
Computer-Application,Male,Parttime,0.78,0,0,7.3225,Dropout
Computer-Application,Male,Parttime,0.80,0,0,0,Dropout
Computer-Application,Male,Parttime,0.72,0,0,0,Dropout
Computer-Application,Male,Parttime,0.76,0,0,6.9175,Dropout
Computer-Application,Male,Parttime,0.64,0,0,21.76125,Dropout
Computer-Application,Female,Fulltime,0.75,0,0,2.135,Dropout
Computer-Application,Male,Fulltime,0.78,20,0,13.93875,Dropout
Computer-Application,Male,Fulltime,0.62,0,1,11.1775,Dropout
Computer-Application,Male,Fulltime,0.76,0,0,8.615,Dropout
Computer-Application,Male,Parttime,0.76,0,0,8.15625,Dropout
Computer-Application,Male,Parttime,0.66,0,0,34.4725,Dropout
Computer-Application,Male,Parttime,0.74,0,0,18.625,Dropout
Computer-Application,Male,Parttime,0.71,0,0,9.9275,Dropout
Computer-Application,Male,Parttime,0.70,0,0,6.08375,Dropout
Computer-Application,Male,Parttime,0.74,50,0,0,Dropout
Computer-Application,Male,Parttime,0.70,0,0,22.5,Dropout
Computer-Application,Male,Parttime,0.67,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.64,0,3,12.8025,Dropout
Computer-Application,Male,Fulltime,0.73,15,0,0,Dropout
Computer-Application,Male,Parttime,0.81,0,8,10.0725,Dropout
Computer-Application,Male,Fulltime,0.75,0,2,13.84375,Dropout
Computer-Application,Male,Parttime,0.65,0,0,39.4375,Dropout
Computer-Application,Male,Fulltime,0.72,0,0,12.1875,Dropout
Computer-Application,Male,Parttime,0.70,0,0,11.875,Dropout
Computer-Application,Male,Parttime,0.77,0,8,21.3275,Dropout
Computer-Application,Male,Parttime,0.76,20,4,25.045,Dropout
Computer-Application,Male,Parttime,0.72,0,0,12.135,Dropout
Computer-Application,Female,Parttime,0.67,0,0,0,Dropout
Computer-Application,Male,Parttime,0.81,0,0,7.82375,Dropout
Computer-Application,Male,Fulltime,0.69,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.85,0,0,0,Dropout
Computer-Application,Male,Parttime,0.77,0,0,0,Dropout
Computer-Application,Male,Parttime,0.74,0,0,19.5725,Dropout
Computer-Application,Male,Fulltime,0.75,0,0,5.9475,Dropout
Computer-Application,Male,Fulltime,0.67,50,2,16.16625,Dropout
Computer-Application,Male,Parttime,0.68,20,0,19.805,Dropout
Computer-Application,Male,Parttime,0.54,0,1,24.02,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.72,0,0,6.1875,Dropout
Computer-Application,Male,Fulltime,0.68,0,1,17.135,Dropout
Computer-Application,Male,Fulltime,0.75,0,0,8.79125,Dropout
Computer-Application,Male,Parttime,0.77,0,0,4.39625,Dropout
Computer-Application,Male,Parttime,0.84,0,0,13.18125,Dropout
Computer-Application,Male,Parttime,0.69,0,0,0.20875,Dropout
Computer-Application,Male,Fulltime,0.72,0,0,14.20875,Dropout
Computer-Application,Male,Fulltime,0.78,0,0,19.75,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,18.30125,Dropout
Computer-Application,Male,Parttime,0.66,0,0,17.27,Dropout
Computer-Application,Female,Fulltime,0.72,0,0,20.04625,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,2.48125,Dropout
Computer-Application,Male,Parttime,0.76,0,0,30.98,Dropout
Computer-Application,Male,Parttime,0.81,0,0,9.82125,Dropout
Computer-Application,Male,Parttime,0.80,0,0,22.55125,Dropout
Computer-Application,Male,Parttime,0.64,0,0,19.40625,Dropout
Computer-Application,Male,Parttime,0.67,0,0,26.08875,Dropout
Computer-Application,Male,Fulltime,0.79,0,0,0,Dropout
Computer-Application,Female,Parttime,0.73,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.76,0,0,2.33375,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,3.4375,Dropout
Computer-Application,Male,Fulltime,0.65,0,0,14.32375,Dropout
Computer-Application,Female,Fulltime,0.86,0,0,0,Dropout
Computer-Application,Male,Parttime,0.74,0,0,3.5625,Dropout
Computer-Application,Female,Fulltime,0.73,20,0,7.20875,Dropout
Computer-Application,Male,Parttime,0.65,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.65,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.79,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.79,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.85,0,0,26.01,Dropout
Computer-Application,Male,Fulltime,0.76,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.82,20,0,23.6975,Dropout
Computer-Application,Male,Fulltime,0.80,20,0,5.71875,Dropout
Computer-Application,Female,Fulltime,0.64,0,0,0,Dropout
Computer-Application,Male,Parttime,0.79,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.81,20,0,0,Dropout
Computer-Application,Female,Fulltime,0.72,0,0,13.53125,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,0.1875,Dropout
Computer-Application,Male,Parttime,0.65,0,0,6.3125,Dropout
Computer-Application,Male,Fulltime,0.81,0,0,7.77125,Dropout
Computer-Application,Male,Fulltime,0.66,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.71,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.84,20,0,0,Dropout
Computer-Application,Female,Fulltime,0.85,0,0,9.46875,Dropout
Computer-Application,Male,Fulltime,0.75,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.72,0,0,2.485,Dropout
Computer-Application,Male,Fulltime,0.77,0,0,5.53125,Dropout
Computer-Application,Female,Fulltime,0.72,30,0,0,Dropout
Computer-Application,Male,Fulltime,0.83,0,1,10.0625,Dropout
Computer-Application,Female,Fulltime,0.80,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.76,0,0,0,Dropout
Computer-Application,Male,Parttime,0.76,0,0,3.40625,Dropout
Computer-Application,Male,Fulltime,0.75,20,0,2.25,Dropout
Computer-Application,Male,Fulltime,0.70,20,0,0,Dropout
Computer-Application,Male,Fulltime,0.83,0,0,0,Dropout
Computer-Application,Male,Parttime,0.76,0,0,4.3125,Dropout
Computer-Application,Male,Fulltime,0.79,0,1,13.4275,Dropout
Computer-Application,Male,Fulltime,0.72,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.65,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.76,0,0,13.65625,Dropout
Computer-Application,Male,Parttime,0.79,20,0,4.8025,Dropout
Computer-Application,Male,Fulltime,0.72,0,0,17.39125,Dropout
Computer-Application,Male,Fulltime,0.79,0,1,18.40625,Dropout
Computer-Application,Male,Fulltime,0.77,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.77,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.73,0,8,18.04375,Dropout
Computer-Application,Male,Fulltime,0.83,20,0,0,Dropout
Computer-Application,Male,Fulltime,0.78,0,0,14.0425,Dropout
Computer-Application,Male,Parttime,0.75,0,0,15.07375,Dropout
Computer-Application,Male,Fulltime,0.75,100,0,2.04125,Dropout
Computer-Application,Male,Fulltime,0.75,0,0,5.67625,Dropout
Computer-Application,Male,Parttime,0.67,0,0,0,Dropout
Computer-Application,Male,Parttime,0.77,0,0,24.1775,Dropout
Computer-Application,Male,Fulltime,0.70,0,0,5.71875,Dropout
Computer-Application,Male,Fulltime,0.76,17,4,11.03125,Dropout
Computer-Application,Male,Fulltime,0.71,17,1,14.03,Dropout
Computer-Application,Male,Fulltime,0.80,0,0,9.3125,Dropout
Computer-Application,Male,Fulltime,0.79,0,0,11.79125,Dropout
Computer-Application,Female,Fulltime,0.80,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.69,0,0,2.0625,Dropout
Computer-Application,Male,Fulltime,0.66,0,0,0,Dropout
Computer-Application,Female,Parttime,0.78,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.79,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.70,20,0,0,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,9.365,Dropout
Computer-Application,Male,Fulltime,0.79,0,0,5.7925,Dropout
Computer-Application,Male,Fulltime,0.75,20,0,5.625,Dropout
Computer-Application,Male,Fulltime,0.78,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.81,0,0,3,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,10.7925,Dropout
Computer-Application,Female,Fulltime,0.79,0,0,6.375,Dropout
Computer-Application,Male,Fulltime,0.71,0,0,0.125,Dropout
Computer-Application,Male,Fulltime,0.74,0,2,4.125,Dropout
Computer-Application,Male,Fulltime,0.76,0,0,5.6875,Dropout
Computer-Application,Male,Fulltime,0.76,0,0,0,Dropout
Computer-Application,Male,Parttime,0.74,0,0,0,Dropout
Computer-Application,Male,Parttime,0.75,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.75,0,0,5.60375,Dropout
Computer-Application,Female,Fulltime,0.81,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.75,0,0,2,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.79,20,0,0,Dropout
Computer-Application,Male,Parttime,0.60,0,0,10.135,Dropout
Computer-Application,Male,Fulltime,0.75,0,3,7.4375,Dropout
Computer-Application,Female,Fulltime,0.90,0,0,31.78125,Dropout
Computer-Application,Male,Parttime,0.83,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.70,0,0,7.70875,Dropout
Computer-Application,Male,Fulltime,0.76,0,0,4.64625,Dropout
Computer-Application,Male,Fulltime,0.79,0,0,3.35375,Dropout
Computer-Application,Female,Parttime,0.68,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.71,0,1,9.02,Dropout
Computer-Application,Male,Fulltime,0.72,0,0,0,Dropout
Computer-Application,Male,Parttime,0.65,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.88,0,0,7.635,Dropout
Computer-Application,Female,Fulltime,0.67,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.75,0,0,0,Dropout
Computer-Application,Female,Parttime,0.67,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.79,0,0,4.0725,Dropout
Computer-Application,Male,Fulltime,0.77,0,7,10.49,Dropout
Computer-Application,Male,Fulltime,0.76,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,3.125,Dropout
Computer-Application,Male,Fulltime,0.73,0,1,8.5825,Dropout
Computer-Application,Male,Fulltime,0.71,0,2,11.5825,Dropout
Computer-Application,Male,Fulltime,0.63,0,1,17.135,Dropout
Computer-Application,Male,Fulltime,0.71,0,0,0,Dropout
Computer-Application,Male,Parttime,0.69,20,0,1.95875,Dropout
Computer-Application,Male,Fulltime,0.84,50,0,0,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.66,0,0,2.66625,Dropout
Computer-Application,Male,Fulltime,0.68,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,0,Dropout
Computer-Application,Male,Parttime,0.73,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.69,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.71,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.82,50,2,10.99,Dropout
Computer-Application,Male,Fulltime,0.80,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.80,0,0,2.79125,Dropout
Computer-Application,Male,Fulltime,0.61,0,0,7.67625,Dropout
Computer-Application,Male,Fulltime,0.81,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.61,0,2,12.90625,Dropout
Computer-Application,Male,Fulltime,0.65,0,3,19.90625,Dropout
Computer-Application,Female,Fulltime,0.87,0,0,3.08375,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.78,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.70,0,2,17.21875,Dropout
Computer-Application,Male,Parttime,0.71,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.76,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.68,0,4,16.3225,Dropout
Computer-Application,Male,Fulltime,0.81,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.77,0,0,10.76,Dropout
Computer-Application,Male,Fulltime,0.70,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.76,0,0,6.77125,Dropout
Computer-Application,Male,Fulltime,0.71,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.66,0,0,14.70875,Dropout
Computer-Application,Male,Fulltime,0.78,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.73,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.66,0,0,7.96875,Dropout
Computer-Application,Male,Fulltime,0.62,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.65,100,5,9.875,Dropout
Computer-Application,Male,Fulltime,0.75,0,0,22.14625,Dropout
Computer-Application,Male,Fulltime,0.70,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.80,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.69,0,0,6.77125,Dropout
Computer-Application,Male,Fulltime,0.76,0,0,0,Dropout
Computer-Application,Female,Parttime,0.78,50,0,18.99,Dropout
Computer-Application,Male,Fulltime,0.72,0,0,3.115,Dropout
Computer-Application,Female,Fulltime,0.71,20,0,2.4375,Dropout
Computer-Application,Female,Fulltime,0.77,0,0,7.70875,Dropout
Computer-Application,Male,Fulltime,0.69,50,0,0,Dropout
Computer-Application,Male,Fulltime,0.72,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.70,0,0,0,Dropout
Computer-Application,Male,Parttime,0.78,0,0,0.5,Dropout
Computer-Application,Female,Fulltime,0.74,20,0,7.59375,Dropout
Computer-Application,Male,Parttime,0.70,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.72,0,0,0,Dropout
Computer-Application,Male,Parttime,0.59,0,3,7.5525,Dropout
Computer-Application,Male,Parttime,0.76,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.70,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.78,0,0,12.85375,Dropout
Computer-Application,Male,Fulltime,0.72,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.74,0,1,15.3325,Dropout
Computer-Application,Male,Parttime,0.78,0,0,12.7075,Dropout
Computer-Application,Male,Fulltime,0.89,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.78,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.68,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.75,20,0,4.885,Dropout
Computer-Application,Male,Fulltime,0.77,20,0,0,Dropout
Computer-Application,Male,Fulltime,0.77,20,0,0,Dropout
Computer-Application,Female,Fulltime,0.81,20,0,0,Dropout
Computer-Application,Male,Fulltime,0.71,0,3,17.24,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,2.8125,Dropout
Computer-Application,Male,Fulltime,0.78,0,0,0,Dropout
Computer-Application,Male,Parttime,0.64,0,0,0.20875,Dropout
Computer-Application,Male,Fulltime,0.65,0,8,8.97875,Dropout
Computer-Application,Male,Fulltime,0.70,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.81,0,0,11.425,Dropout
Computer-Application,Female,Fulltime,0.88,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.77,20,0,6.5875,Dropout
Computer-Application,Male,Parttime,0.65,20,0,0,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,0,Dropout
Computer-Application,Male,Parttime,0.76,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.82,0,0,4.41625,Dropout
Computer-Application,Male,Parttime,0.69,0,1,9.72875,Dropout
Computer-Application,Male,Fulltime,0.77,0,0,0,Dropout
Computer-Application,Male,Parttime,0.81,0,0,10.6875,Dropout
Computer-Application,Male,Fulltime,0.76,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.69,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.73,0,5,13.40625,Dropout
Computer-Application,Female,Fulltime,0.72,0,0,5.60375,Dropout
Computer-Application,Male,Fulltime,0.66,0,0,12.63625,Dropout
Computer-Application,Male,Fulltime,0.71,0,0,0,Dropout
Computer-Application,Male,Parttime,0.65,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.72,0,0,0,Dropout
Computer-Application,Male,Parttime,0.68,0,0,17.26,Dropout
Computer-Application,Female,Fulltime,0.66,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.66,0,0,15.25125,Dropout
Computer-Application,Male,Fulltime,0.85,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.65,0,0,0,Dropout
Computer-Application,Male,Parttime,0.73,0,0,4.3025,Dropout
Computer-Application,Female,Parttime,0.74,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.62,0,3,11.1775,Dropout
Computer-Application,Male,Fulltime,0.75,0,0,7.8125,Dropout
Computer-Application,Male,Fulltime,0.67,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.61,0,0,13.3225,Dropout
Computer-Application,Male,Parttime,0.70,0,0,2.97875,Dropout
Computer-Application,Male,Parttime,0.79,0,0,5.66625,Dropout
Computer-Application,Male,Parttime,0.60,0,0,1.53125,Dropout
Computer-Application,Male,Fulltime,0.70,0,0,3.45875,Dropout
Computer-Application,Male,Fulltime,0.68,0,0,5.3125,Dropout
Computer-Application,Male,Fulltime,0.74,20,0,1.5625,Dropout
Computer-Application,Male,Parttime,0.72,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.81,0,0,0.25,Dropout
Computer-Application,Male,Fulltime,0.70,0,0,6.96875,Dropout
Computer-Application,Male,Fulltime,0.63,0,1,11.32375,Dropout
Computer-Application,Male,Fulltime,0.76,0,0,4.54125,Dropout
Computer-Application,Male,Parttime,0.78,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,4.27125,Dropout
Computer-Application,Male,Fulltime,0.81,0,0,9.09375,Dropout
Computer-Application,Male,Parttime,0.70,0,0,8.27125,Dropout
Computer-Application,Male,Parttime,0.61,0,0,6.82375,Dropout
Computer-Application,Male,Fulltime,0.76,0,0,2.365,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.69,20,0,0,Dropout
Computer-Application,Male,Parttime,0.74,50,0,2.125,Dropout
Computer-Application,Male,Fulltime,0.84,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.69,0,0,4.6975,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,2.77125,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.76,0,0,8.5,Dropout
Computer-Application,Female,Fulltime,0.76,0,0,0,Dropout
Computer-Application,Male,Parttime,0.77,0,0,0.41625,Dropout
Computer-Application,Male,Parttime,0.66,0,0,4.4275,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,4.115,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.68,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.74,20,0,4.0625,Dropout
Computer-Application,Male,Fulltime,0.80,0,0,2.0525,Dropout
Computer-Application,Female,Fulltime,0.71,0,0,14.615,Dropout
Computer-Application,Female,Parttime,0.77,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,1.85375,Dropout
Computer-Application,Male,Fulltime,0.79,0,0,11.15625,Dropout
Computer-Application,Male,Parttime,0.65,20,0,1.52125,Dropout
Computer-Application,Male,Fulltime,0.73,20,0,0,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,16.625,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.93,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.90,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.87,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.70,0,3,10.25,Dropout
Computer-Application,Male,Fulltime,0.72,0,8,10.10375,Dropout
Computer-Application,Male,Parttime,0.77,0,0,16.77,Dropout
Computer-Application,Male,Fulltime,0.69,0,0,4.89625,Dropout
Computer-Application,Male,Fulltime,0.76,0,0,0.25,Dropout
Computer-Application,Male,Fulltime,0.72,0,0,16.4375,Dropout
Computer-Application,Male,Fulltime,0.68,0,0,0.16625,Dropout
Computer-Application,Male,Fulltime,0.77,0,0,2.33375,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,0.08375,Dropout
Computer-Application,Male,Fulltime,0.66,0,0,2.875,Dropout
Computer-Application,Male,Fulltime,0.71,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.72,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.66,0,0,0,Dropout
Computer-Application,Male,Parttime,0.69,0,0,8.22875,Dropout
Computer-Application,Male,Fulltime,0.82,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.72,0,0,5.125,Dropout
Computer-Application,Female,Fulltime,0.76,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.84,0,0,9.58375,Dropout
Computer-Application,Male,Fulltime,0.81,0,0,0,Dropout
Computer-Application,Male,Parttime,0.77,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.84,0,0,0.10375,Dropout
Computer-Application,Male,Fulltime,0.76,20,0,6.375,Dropout
Computer-Application,Male,Parttime,0.71,0,0,0.75,Dropout
